"PUPIL","ACT","OBSERVED","ORDERED","EXPECTATION","VARIANCE","ZSCORE","RESIDUAL","PERSON.MEASURE","ITEM.MEASURE","MEASURE.DIFFERENCE","LOG.PROBABILITY.","PREDICTED.PERSON.MEASURE","PREDICTED.ITEM.MEASURE","KURTOSIS","MORE.PROBABLE.RESPONSE","RESPONSE.WEIGHT","CODE","PERSON.LABEL","ITEM.LABEL"
20,18,2,2,1.928,0.086,0.245,0.072,0.025,-2.256,2.281,-0.064,-0.979,-1.253,0.174,2,1,2,"ANGUIANO, ROB","GO ON PICNIC"
20,19,2,2,1.852,0.148,0.386,0.148,0.025,-2.161,2.185,-0.148,-0.502,-1.633,0.195,2,1,2,"ANGUIANO, ROB","GO TO ZOO"
20,20,0,0,0.345,0.269,-0.665,-0.345,0.025,1.747,-1.722,-0.391,-0.373,2.144,0.227,0,1,0,"ANGUIANO, ROB","WATCH BUGS"
20,21,2,2,1.425,0.445,0.862,0.575,0.025,-0.804,0.829,-0.644,0.997,-1.776,0.483,2,1,2,"ANGUIANO, ROB","WATCH BIRD MAKE NEST"
20,22,0,0,1.016,0.478,-1.47,-1.016,0.025,-0.009,0.034,-1.466,-2.022,2.038,0.478,1,1,0,"ANGUIANO, ROB","FIND OUT WHAT ANIMALS EAT"
20,23,0,0,0.222,0.207,-0.488,-0.222,0.025,1.947,-1.922,-0.229,0.154,1.817,0.241,0,1,0,"ANGUIANO, ROB","WATCH A RAT"
20,24,2,2,1.186,0.525,1.124,0.814,0.025,-0.32,0.345,-0.988,1.496,-1.792,0.533,1,1,2,"ANGUIANO, ROB","FIND OUT WHAT FLOWERS LIVE ON"
20,25,2,2,0.815,0.456,1.755,1.185,0.025,0.421,-0.397,-1.88,2.457,-2.011,0.45,1,1,2,"ANGUIANO, ROB","TALK W/FRIENDS ABOUT PLANTS"
21,1,1,1,1.328,0.294,-0.605,-0.328,0.256,-0.892,1.148,-0.513,-0.892,0.256,0.195,1,1,1,"EISEN, NORM L.","WATCH BIRDS"
21,2,1,1,1.473,0.452,-0.703,-0.473,0.256,-0.611,0.867,-1.126,-0.611,0.256,0.538,2,1,1,"EISEN, NORM L.","READ BOOKS ON ANIMALS"
21,3,1,1,0.991,0.393,0.014,0.009,0.256,0.279,-0.023,-0.5,0.279,0.256,0.393,1,1,1,"EISEN, NORM L.","READ BOOKS ON PLANTS"
21,4,1,1,0.479,0.299,0.952,0.521,0.256,1.802,-1.546,-0.845,1.802,0.256,0.193,0,1,1,"EISEN, NORM L.","WATCH GRASS CHANGE"
21,5,0,0,0.228,0.209,-0.499,-0.228,0.256,2.189,-1.933,-0.238,0.357,2.088,0.234,0,1,0,"EISEN, NORM L.","FIND BOTTLES AND CANS"
21,6,1,1,1.037,0.401,-0.059,-0.037,0.256,0.164,0.093,-0.515,0.164,0.256,0.4,1,1,1,"EISEN, NORM L.","LOOK UP STRANGE ANIMAL OR PLANT"
21,7,1,1,0.669,0.417,0.512,0.331,0.256,0.994,-0.738,-0.748,0.994,0.256,0.399,1,1,1,"EISEN, NORM L.","WATCH ANIMAL MOVE"
21,8,1,1,0.485,0.319,0.912,0.515,0.256,1.641,-1.385,-0.876,1.641,0.256,0.241,0,1,1,"EISEN, NORM L.","LOOK IN SIDEWALK CRACKS"
21,9,1,1,0.824,0.502,0.249,0.176,0.256,0.6,-0.343,-0.761,0.6,0.256,0.505,1,1,1,"EISEN, NORM L.","LEARN WEED NAMES"
21,10,2,2,1.7,0.247,0.603,0.3,0.256,-1.57,1.826,-0.33,0.473,-1.787,0.225,2,1,2,"EISEN, NORM L.","LISTEN TO BIRD SING"
21,11,1,1,1.533,0.292,-0.987,-0.533,0.256,-1.372,1.628,-0.857,-1.372,0.256,0.179,2,1,1,"EISEN, NORM L.","FIND WHERE ANIMAL LIVES"
21,12,2,2,1.801,0.159,0.498,0.199,0.256,-1.139,1.395,-0.221,-0.041,-0.843,0.083,2,1,2,"EISEN, NORM L.","GO TO MUSEUM"
21,13,2,2,1.69,0.367,0.512,0.31,0.256,-0.896,1.152,-0.266,0.437,-1.077,0.666,2,1,2,"EISEN, NORM L.","GROW GARDEN"
21,14,1,1,0.984,0.422,0.024,0.016,0.256,0.294,-0.037,-0.549,0.294,0.256,0.422,1,1,1,"EISEN, NORM L.","LOOK AT PICTURES OF PLANTS"
21,15,1,1,1.373,0.416,-0.579,-0.373,0.256,-0.559,0.815,-0.81,-0.559,0.256,0.403,2,1,1,"EISEN, NORM L.","READ ANIMAL STORIES"
21,16,1,1,0.924,0.358,0.127,0.076,0.256,0.468,-0.212,-0.452,0.468,0.256,0.353,1,1,1,"EISEN, NORM L.","MAKE A MAP"
21,17,1,1,1.095,0.448,-0.142,-0.095,0.256,0.045,0.211,-0.611,0.045,0.256,0.446,1,1,1,"EISEN, NORM L.","WATCH WHAT ANIMALS EAT"
21,18,2,2,1.945,0.064,0.216,0.055,0.256,-2.256,2.512,-0.05,-0.979,-1.021,0.123,2,1,2,"EISEN, NORM L.","GO ON PICNIC"
21,19,2,2,1.882,0.118,0.343,0.118,0.256,-2.161,2.417,-0.117,-0.502,-1.402,0.152,2,1,2,"EISEN, NORM L.","GO TO ZOO"
21,20,0,0,0.411,0.305,-0.745,-0.411,0.256,1.747,-1.491,-0.478,-0.373,2.376,0.26,0,1,0,"EISEN, NORM L.","WATCH BUGS"
21,21,2,2,1.522,0.392,0.764,0.478,0.256,-0.804,1.06,-0.522,0.997,-1.545,0.438,2,1,2,"EISEN, NORM L.","WATCH BIRD MAKE NEST"
21,22,1,1,1.126,0.471,-0.184,-0.126,0.256,-0.009,0.265,-0.667,-0.009,0.256,0.469,1,1,1,"EISEN, NORM L.","FIND OUT WHAT ANIMALS EAT"
21,23,0,0,0.274,0.25,-0.549,-0.274,0.256,1.947,-1.691,-0.286,0.154,2.049,0.293,0,1,0,"EISEN, NORM L.","WATCH A RAT"
21,24,1,1,1.303,0.491,-0.433,-0.303,0.256,-0.32,0.577,-0.876,-0.32,0.256,0.512,2,1,1,"EISEN, NORM L.","FIND OUT WHAT FLOWERS LIVE ON"
21,25,1,1,0.922,0.468,0.114,0.078,0.256,0.421,-0.165,-0.643,0.421,0.256,0.467,1,1,1,"EISEN, NORM L.","TALK W/FRIENDS ABOUT PLANTS"
22,1,1,1,1.576,0.265,-1.118,-0.576,1.125,-0.892,2.016,-0.907,-0.892,1.125,0.127,2,1,1,"HOGAN, KATHLEEN","WATCH BIRDS"
22,2,2,2,1.764,0.229,0.493,0.236,1.125,-0.611,1.735,-0.237,1.065,-0.551,0.304,2,1,2,"HOGAN, KATHLEEN","READ BOOKS ON ANIMALS"
22,3,1,1,1.325,0.366,-0.537,-0.325,1.125,0.279,0.846,-0.639,0.279,1.125,0.315,1,1,1,"HOGAN, KATHLEEN","READ BOOKS ON PLANTS"
22,4,1,1,0.763,0.345,0.403,0.237,1.125,1.802,-0.677,-0.513,1.802,1.125,0.303,1,1,1,"HOGAN, KATHLEEN","WATCH GRASS CHANGE"
22,5,1,1,0.484,0.389,0.827,0.516,1.125,2.189,-1.064,-1.064,2.189,1.125,0.424,0,1,1,"HOGAN, KATHLEEN","FIND BOTTLES AND CANS"
22,6,1,1,1.373,0.362,-0.62,-0.373,1.125,0.164,0.961,-0.695,0.164,1.125,0.305,1,1,1,"HOGAN, KATHLEEN","LOOK UP STRANGE ANIMAL OR PLANT"
22,7,1,1,1.061,0.463,-0.089,-0.061,1.125,0.994,0.131,-0.628,0.994,1.125,0.462,1,1,1,"HOGAN, KATHLEEN","WATCH ANIMAL MOVE"
22,8,1,1,0.796,0.387,0.327,0.204,1.125,1.641,-0.516,-0.56,1.641,1.125,0.364,1,1,1,"HOGAN, KATHLEEN","LOOK IN SIDEWALK CRACKS"
22,9,1,1,1.265,0.481,-0.383,-0.265,1.125,0.6,0.525,-0.801,0.6,1.125,0.487,1,1,1,"HOGAN, KATHLEEN","LEARN WEED NAMES"
22,10,2,2,1.86,0.129,0.391,0.14,1.125,-1.57,2.694,-0.147,0.473,-0.919,0.12,2,1,2,"HOGAN, KATHLEEN","LISTEN TO BIRD SING"
22,11,2,2,1.748,0.199,0.565,0.252,1.125,-1.372,2.497,-0.284,1.135,-1.382,0.126,2,1,2,"HOGAN, KATHLEEN","FIND WHERE ANIMAL LIVES"
22,12,2,2,1.906,0.085,0.322,0.094,1.125,-1.139,2.264,-0.099,-0.041,0.026,0.063,2,1,2,"HOGAN, KATHLEEN","GO TO MUSEUM"
22,13,2,2,1.89,0.13,0.305,0.11,1.125,-0.896,2.021,-0.099,0.437,-0.209,0.252,2,1,2,"HOGAN, KATHLEEN","GROW GARDEN"
22,14,1,1,1.34,0.384,-0.549,-0.34,1.125,0.294,0.831,-0.693,0.294,1.125,0.344,1,1,1,"HOGAN, KATHLEEN","LOOK AT PICTURES OF PLANTS"
22,15,2,2,1.672,0.268,0.633,0.328,1.125,-0.559,1.684,-0.362,1.448,-0.882,0.253,2,1,2,"HOGAN, KATHLEEN","READ ANIMAL STORIES"
22,16,1,1,1.234,0.351,-0.394,-0.234,1.125,0.468,0.656,-0.521,0.468,1.125,0.311,1,1,1,"HOGAN, KATHLEEN","MAKE A MAP"
22,17,1,1,1.456,0.367,-0.752,-0.456,1.125,0.045,1.079,-0.856,0.045,1.125,0.331,2,1,1,"HOGAN, KATHLEEN","WATCH WHAT ANIMALS EAT"
22,18,2,2,1.98,0.022,0.137,0.02,1.125,-2.256,3.381,-0.02,-0.979,-0.153,0.034,2,1,2,"HOGAN, KATHLEEN","GO ON PICNIC"
22,19,2,2,1.951,0.049,0.221,0.049,1.125,-2.161,3.285,-0.049,-0.502,-0.534,0.057,2,1,2,"HOGAN, KATHLEEN","GO TO ZOO"
22,20,1,1,0.729,0.417,0.419,0.271,1.125,1.747,-0.622,-0.674,1.747,1.125,0.396,1,1,1,"HOGAN, KATHLEEN","WATCH BUGS"
22,21,2,2,1.778,0.206,0.489,0.222,1.125,-0.804,1.929,-0.23,0.997,-0.677,0.239,2,1,2,"HOGAN, KATHLEEN","WATCH BIRD MAKE NEST"
22,22,1,1,1.496,0.365,-0.822,-0.496,1.125,-0.009,1.134,-0.944,-0.009,1.125,0.347,2,1,1,"HOGAN, KATHLEEN","FIND OUT WHAT ANIMALS EAT"
22,23,1,1,0.576,0.447,0.634,0.424,1.125,1.947,-0.822,-0.987,1.947,1.125,0.488,0,1,1,"HOGAN, KATHLEEN","WATCH A RAT"
22,24,2,2,1.651,0.304,0.632,0.349,1.125,-0.32,1.445,-0.371,1.496,-0.692,0.344,2,1,2,"HOGAN, KATHLEEN","FIND OUT WHAT FLOWERS LIVE ON"
22,25,1,1,1.32,0.426,-0.491,-0.32,1.125,0.421,0.703,-0.751,0.421,1.125,0.411,1,1,1,"HOGAN, KATHLEEN","TALK W/FRIENDS ABOUT PLANTS"
23,1,2,2,1.747,0.195,0.573,0.253,1.862,-0.892,2.754,-0.288,1.879,-0.908,0.108,2,1,2,"VROOM, JEFF","WATCH BIRDS"
23,2,2,2,1.886,0.114,0.338,0.114,1.862,-0.611,2.473,-0.114,1.065,0.187,0.143,2,1,2,"VROOM, JEFF","READ BOOKS ON ANIMALS"
23,3,1,1,1.572,0.295,-1.052,-0.572,1.862,0.279,1.584,-0.973,0.279,1.862,0.214,2,1,1,"VROOM, JEFF","READ BOOKS ON PLANTS"
23,4,1,1,1.021,0.351,-0.036,-0.021,1.862,1.802,0.06,-0.433,1.802,1.862,0.351,1,1,1,"VROOM, JEFF","WATCH GRASS CHANGE"
23,5,1,1,0.826,0.522,0.241,0.174,1.862,2.189,-0.326,-0.804,2.189,1.862,0.529,1,1,1,"VROOM, JEFF","FIND BOTTLES AND CANS"
23,6,1,1,1.612,0.28,-1.157,-0.612,1.862,0.164,1.699,-1.062,0.164,1.862,0.206,2,1,1,"VROOM, JEFF","LOOK UP STRANGE ANIMAL OR PLANT"
23,7,2,2,1.384,0.401,0.973,0.616,1.862,0.994,0.868,-0.763,3.05,-0.194,0.378,2,1,2,"VROOM, JEFF","WATCH ANIMAL MOVE"
23,8,1,1,1.088,0.396,-0.14,-0.088,1.862,1.641,0.221,-0.517,1.641,1.862,0.391,1,1,1,"VROOM, JEFF","LOOK IN SIDEWALK CRACKS"
23,9,1,1,1.573,0.344,-0.976,-0.573,1.862,0.6,1.263,-1.116,0.6,1.862,0.361,2,1,1,"VROOM, JEFF","LEARN WEED NAMES"
23,10,2,2,1.93,0.067,0.271,0.07,1.862,-1.57,3.432,-0.072,0.473,-0.181,0.065,2,1,2,"VROOM, JEFF","LISTEN TO BIRD SING"
23,11,2,2,1.864,0.12,0.392,0.136,1.862,-1.372,3.234,-0.144,1.135,-0.645,0.091,2,1,2,"VROOM, JEFF","FIND WHERE ANIMAL LIVES"
23,12,2,2,1.953,0.045,0.223,0.047,1.862,-1.139,3.001,-0.049,-0.041,0.764,0.039,2,1,2,"VROOM, JEFF","GO TO MUSEUM"
23,13,2,2,1.953,0.053,0.205,0.047,1.862,-0.896,2.758,-0.044,0.437,0.529,0.088,2,1,2,"VROOM, JEFF","GROW GARDEN"
23,14,1,1,1.593,0.295,-1.092,-0.593,1.862,0.294,1.569,-1.041,0.294,1.862,0.234,2,1,1,"VROOM, JEFF","LOOK AT PICTURES OF PLANTS"
23,15,2,2,1.827,0.157,0.438,0.173,1.862,-0.559,2.421,-0.183,1.448,-0.145,0.149,2,1,2,"VROOM, JEFF","READ ANIMAL STORIES"
23,16,1,1,1.481,0.313,-0.86,-0.481,1.862,0.468,1.394,-0.786,0.468,1.862,0.214,2,1,1,"VROOM, JEFF","MAKE A MAP"
23,17,2,2,1.685,0.253,0.626,0.315,1.862,0.045,1.817,-0.351,2.142,-0.234,0.218,2,1,2,"VROOM, JEFF","WATCH WHAT ANIMALS EAT"
23,18,2,2,1.991,0.01,0.094,0.009,1.862,-2.256,4.118,-0.009,-0.979,0.585,0.013,2,1,2,"VROOM, JEFF","GO ON PICNIC"
23,19,2,2,1.977,0.024,0.153,0.023,1.862,-2.161,4.023,-0.023,-0.502,0.204,0.026,2,1,2,"VROOM, JEFF","GO TO ZOO"
23,20,1,1,1.051,0.444,-0.077,-0.051,1.862,1.747,0.116,-0.592,1.747,1.862,0.443,1,1,1,"VROOM, JEFF","WATCH BUGS"
23,21,2,2,1.89,0.107,0.337,0.11,1.862,-0.804,2.666,-0.112,0.997,0.061,0.119,2,1,2,"VROOM, JEFF","WATCH BIRD MAKE NEST"
23,22,2,2,1.718,0.237,0.579,0.282,1.862,-0.009,1.871,-0.307,2.003,-0.151,0.222,2,1,2,"VROOM, JEFF","FIND OUT WHAT ANIMALS EAT"
23,23,1,1,0.953,0.552,0.063,0.047,1.862,1.947,-0.084,-0.809,1.947,1.862,0.553,1,1,1,"VROOM, JEFF","WATCH A RAT"
23,24,2,2,1.822,0.168,0.435,0.178,1.862,-0.32,2.183,-0.183,1.496,0.045,0.189,2,1,2,"VROOM, JEFF","FIND OUT WHAT FLOWERS LIVE ON"
23,25,2,2,1.594,0.312,0.727,0.406,1.862,0.421,1.441,-0.463,2.457,-0.173,0.287,2,1,2,"VROOM, JEFF","TALK W/FRIENDS ABOUT PLANTS"
24,1,1,1,1.468,0.286,-0.875,-0.468,0.737,-0.892,1.629,-0.705,-0.892,0.737,0.15,1,1,1,"TOZER, AMY ELIZABETH","WATCH BIRDS"
24,2,2,2,1.658,0.32,0.604,0.342,0.737,-0.611,1.348,-0.348,1.065,-0.938,0.416,2,1,2,"TOZER, AMY ELIZABETH","READ BOOKS ON ANIMALS"
24,3,2,2,1.179,0.386,1.322,0.821,0.737,0.279,0.459,-1.209,2.577,-1.561,0.367,1,1,2,"TOZER, AMY ELIZABETH","READ BOOKS ON PLANTS"
24,4,1,1,0.632,0.332,0.639,0.368,0.737,1.802,-1.065,-0.63,1.802,0.737,0.25,1,1,1,"TOZER, AMY ELIZABETH","WATCH GRASS CHANGE"
24,5,0,0,0.35,0.303,-0.636,-0.35,0.737,2.189,-1.451,-0.375,0.357,2.569,0.339,0,1,0,"TOZER, AMY ELIZABETH","FIND BOTTLES AND CANS"
24,6,1,1,1.228,0.388,-0.366,-0.228,0.737,0.164,0.574,-0.579,0.164,0.737,0.361,1,1,1,"TOZER, AMY ELIZABETH","LOOK UP STRANGE ANIMAL OR PLANT"
24,7,2,2,0.881,0.458,1.652,1.119,0.737,0.994,-0.257,-1.732,3.05,-1.319,0.455,1,1,2,"TOZER, AMY ELIZABETH","WATCH ANIMAL MOVE"
24,8,1,1,0.65,0.365,0.579,0.35,0.737,1.641,-0.904,-0.667,1.641,0.737,0.31,1,1,1,"TOZER, AMY ELIZABETH","LOOK IN SIDEWALK CRACKS"
24,9,0,0,1.071,0.515,-1.492,-1.071,0.737,0.6,0.138,-1.493,-1.293,2.629,0.516,1,1,0,"TOZER, AMY ELIZABETH","LEARN WEED NAMES"
24,10,2,2,1.801,0.175,0.475,0.199,0.737,-1.57,2.307,-0.212,0.473,-1.306,0.161,2,1,2,"TOZER, AMY ELIZABETH","LISTEN TO BIRD SING"
24,11,2,2,1.662,0.243,0.684,0.338,0.737,-1.372,2.109,-0.397,1.135,-1.77,0.145,2,1,2,"TOZER, AMY ELIZABETH","FIND WHERE ANIMAL LIVES"
24,12,2,2,1.867,0.115,0.391,0.133,0.737,-1.139,1.876,-0.142,-0.041,-0.361,0.075,2,1,2,"TOZER, AMY ELIZABETH","GO TO MUSEUM"
24,13,2,2,1.826,0.209,0.381,0.174,0.737,-0.896,1.633,-0.153,0.437,-0.596,0.415,2,1,2,"TOZER, AMY ELIZABETH","GROW GARDEN"
24,14,1,1,1.186,0.411,-0.29,-0.186,0.737,0.294,0.444,-0.59,0.294,0.737,0.397,1,1,1,"TOZER, AMY ELIZABETH","LOOK AT PICTURES OF PLANTS"
24,15,1,1,1.555,0.337,-0.956,-0.555,0.737,-0.559,1.296,-1.034,-0.559,0.737,0.319,2,1,1,"TOZER, AMY ELIZABETH","READ ANIMAL STORIES"
24,16,0,0,1.096,0.357,-1.834,-1.096,0.737,0.468,0.269,-2.001,-1.962,3.168,0.35,1,1,0,"TOZER, AMY ELIZABETH","MAKE A MAP"
24,17,1,1,1.304,0.415,-0.472,-0.304,0.737,0.045,0.692,-0.708,0.045,0.737,0.393,1,1,1,"TOZER, AMY ELIZABETH","WATCH WHAT ANIMALS EAT"
24,18,2,2,1.969,0.035,0.167,0.031,0.737,-2.256,2.993,-0.029,-0.979,-0.54,0.06,2,1,2,"TOZER, AMY ELIZABETH","GO ON PICNIC"
24,19,2,2,1.927,0.073,0.269,0.073,0.737,-2.161,2.898,-0.072,-0.502,-0.921,0.089,2,1,2,"TOZER, AMY ELIZABETH","GO TO ZOO"
24,20,0,0,0.575,0.374,-0.94,-0.575,0.737,1.747,-1.009,-0.714,-0.373,2.857,0.336,0,1,0,"TOZER, AMY ELIZABETH","WATCH BUGS"
24,21,2,2,1.684,0.282,0.596,0.316,0.737,-0.804,1.541,-0.333,0.997,-1.064,0.326,2,1,2,"TOZER, AMY ELIZABETH","WATCH BIRD MAKE NEST"
24,22,1,1,1.343,0.424,-0.527,-0.343,0.737,-0.009,0.747,-0.781,-0.009,0.737,0.412,1,1,1,"TOZER, AMY ELIZABETH","FIND OUT WHAT ANIMALS EAT"
24,23,0,0,0.42,0.357,-0.703,-0.42,0.737,1.947,-1.209,-0.451,0.154,2.53,0.408,0,1,0,"TOZER, AMY ELIZABETH","WATCH A RAT"
24,24,2,2,1.517,0.391,0.772,0.483,0.737,-0.32,1.058,-0.531,1.496,-1.08,0.432,2,1,2,"TOZER, AMY ELIZABETH","FIND OUT WHAT FLOWERS LIVE ON"
24,25,2,2,1.148,0.461,1.255,0.852,0.737,0.421,0.316,-1.154,2.457,-1.298,0.458,1,1,2,"TOZER, AMY ELIZABETH","TALK W/FRIENDS ABOUT PLANTS"
25,1,2,2,1.809,0.158,0.481,0.191,2.214,-0.892,3.106,-0.21,1.879,-0.556,0.099,2,1,2,"SEILER, KAREN","WATCH BIRDS"
25,2,2,2,1.92,0.08,0.283,0.08,2.214,-0.611,2.825,-0.08,1.065,0.539,0.097,2,1,2,"SEILER, KAREN","READ BOOKS ON ANIMALS"
25,3,2,2,1.668,0.25,0.664,0.332,2.214,0.279,1.936,-0.383,2.577,-0.084,0.179,2,1,2,"SEILER, KAREN","READ BOOKS ON PLANTS"
25,4,1,1,1.145,0.349,-0.245,-0.145,2.214,1.802,0.412,-0.462,1.802,2.214,0.332,1,1,1,"SEILER, KAREN","WATCH GRASS CHANGE"
25,5,1,1,1.014,0.539,-0.019,-0.014,2.214,2.189,0.026,-0.775,2.189,2.214,0.539,1,1,1,"SEILER, KAREN","FIND BOTTLES AND CANS"
25,6,2,2,1.702,0.233,0.617,0.298,2.214,0.164,2.051,-0.337,2.433,-0.055,0.172,2,1,2,"SEILER, KAREN","LOOK UP STRANGE ANIMAL OR PLANT"
25,7,0,0,1.516,0.348,-2.57,-1.516,2.214,0.994,1.22,-3.011,-1.063,4.271,0.319,2,1,0,"SEILER, KAREN","WATCH ANIMAL MOVE"
25,8,2,2,1.226,0.385,1.248,0.774,2.214,1.641,0.574,-1.106,3.923,-0.068,0.357,1,1,2,"SEILER, KAREN","LOOK IN SIDEWALK CRACKS"
25,9,2,2,1.681,0.273,0.609,0.319,2.214,0.6,1.615,-0.343,2.492,0.322,0.288,2,1,2,"SEILER, KAREN","LEARN WEED NAMES"
25,10,2,2,1.95,0.048,0.227,0.05,2.214,-1.57,3.784,-0.051,0.473,0.171,0.047,2,1,2,"SEILER, KAREN","LISTEN TO BIRD SING"
25,11,2,2,1.901,0.09,0.329,0.099,2.214,-1.372,3.586,-0.103,1.135,-0.293,0.073,2,1,2,"SEILER, KAREN","FIND WHERE ANIMAL LIVES"
25,12,2,2,1.966,0.033,0.187,0.034,2.214,-1.139,3.354,-0.034,-0.041,1.116,0.029,2,1,2,"SEILER, KAREN","GO TO MUSEUM"
25,13,2,2,1.968,0.035,0.171,0.032,2.214,-0.896,3.11,-0.03,0.437,0.881,0.054,2,1,2,"SEILER, KAREN","GROW GARDEN"
25,14,2,2,1.688,0.245,0.63,0.312,2.214,0.294,1.921,-0.352,2.489,0.019,0.192,2,1,2,"SEILER, KAREN","LOOK AT PICTURES OF PLANTS"
25,15,2,2,1.874,0.117,0.368,0.126,2.214,-0.559,2.773,-0.13,1.448,0.207,0.112,2,1,2,"SEILER, KAREN","READ ANIMAL STORIES"
25,16,1,1,1.586,0.279,-1.108,-0.586,2.214,0.468,1.746,-0.974,0.468,2.214,0.178,2,1,1,"SEILER, KAREN","MAKE A MAP"
25,17,2,2,1.765,0.2,0.526,0.235,2.214,0.045,2.169,-0.255,2.142,0.118,0.174,2,1,2,"SEILER, KAREN","WATCH WHAT ANIMALS EAT"
25,18,2,2,1.994,0.007,0.079,0.006,2.214,-2.256,4.47,-0.006,-0.979,0.937,0.008,2,1,2,"SEILER, KAREN","GO ON PICNIC"
25,19,2,2,1.984,0.017,0.128,0.016,2.214,-2.161,4.375,-0.016,-0.502,0.556,0.018,2,1,2,"SEILER, KAREN","GO TO ZOO"
25,20,1,1,1.206,0.429,-0.314,-0.206,2.214,1.747,0.468,-0.637,1.747,2.214,0.416,1,1,1,"SEILER, KAREN","WATCH BUGS"
25,21,2,2,1.922,0.077,0.283,0.078,2.214,-0.804,3.018,-0.079,0.997,0.413,0.083,2,1,2,"SEILER, KAREN","WATCH BIRD MAKE NEST"
25,22,2,2,1.792,0.184,0.486,0.208,2.214,-0.009,2.224,-0.222,2.003,0.202,0.173,2,1,2,"SEILER, KAREN","FIND OUT WHAT ANIMALS EAT"
25,23,0,0,1.147,0.541,-1.56,-1.147,2.214,1.947,0.268,-1.572,0.154,4.007,0.547,1,1,0,"SEILER, KAREN","WATCH A RAT"
25,24,2,2,1.873,0.122,0.364,0.127,2.214,-0.32,2.535,-0.13,1.496,0.397,0.136,2,1,2,"SEILER, KAREN","FIND OUT WHAT FLOWERS LIVE ON"
25,25,2,2,1.694,0.252,0.61,0.306,2.214,0.421,1.793,-0.338,2.457,0.179,0.231,2,1,2,"SEILER, KAREN","TALK W/FRIENDS ABOUT PLANTS"
26,1,1,1,1.227,0.29,-0.422,-0.227,-0.089,-0.892,0.802,-0.417,-0.892,-0.089,0.233,1,1,1,"NEIMAN, RAYMOND","WATCH BIRDS"
26,2,1,1,1.301,0.538,-0.411,-0.301,-0.089,-0.611,0.521,-0.992,-0.611,-0.089,0.584,2,1,1,"NEIMAN, RAYMOND","READ BOOKS ON ANIMALS"
26,3,1,1,0.856,0.388,0.231,0.144,-0.089,0.279,-0.368,-0.526,0.279,-0.089,0.376,1,1,1,"NEIMAN, RAYMOND","READ BOOKS ON PLANTS"
26,4,1,1,0.382,0.265,1.202,0.618,-0.089,1.802,-1.891,-1.042,1.802,-0.089,0.164,0,1,1,"NEIMAN, RAYMOND","WATCH GRASS CHANGE"
26,5,1,1,0.165,0.156,2.115,0.835,-0.089,2.189,-2.278,-1.913,2.189,-0.089,0.173,0,1,1,"NEIMAN, RAYMOND","FIND BOTTLES AND CANS"
26,6,1,1,0.899,0.399,0.16,0.101,-0.089,0.164,-0.253,-0.526,0.164,-0.089,0.393,1,1,1,"NEIMAN, RAYMOND","LOOK UP STRANGE ANIMAL OR PLANT"
26,7,1,1,0.533,0.37,0.768,0.467,-0.089,0.994,-1.083,-0.887,0.994,-0.089,0.342,0,1,1,"NEIMAN, RAYMOND","WATCH ANIMAL MOVE"
26,8,1,1,0.382,0.276,1.175,0.618,-0.089,1.641,-1.73,-1.072,1.641,-0.089,0.201,0,1,1,"NEIMAN, RAYMOND","LOOK IN SIDEWALK CRACKS"
26,9,1,1,0.658,0.456,0.507,0.342,-0.089,0.6,-0.689,-0.851,0.6,-0.089,0.466,0,1,1,"NEIMAN, RAYMOND","LEARN WEED NAMES"
26,10,1,1,1.605,0.305,-1.095,-0.605,-0.089,-1.57,1.48,-1.111,-1.57,-0.089,0.279,2,1,1,"NEIMAN, RAYMOND","LISTEN TO BIRD SING"
26,11,1,1,1.428,0.316,-0.761,-0.428,-0.089,-1.372,1.283,-0.691,-1.372,-0.089,0.215,1,1,1,"NEIMAN, RAYMOND","FIND WHERE ANIMAL LIVES"
26,12,1,1,1.741,0.192,-1.69,-0.741,-0.089,-1.139,1.05,-1.35,-2.238,1.009,0.081,2,1,1,"NEIMAN, RAYMOND","GO TO MUSEUM"
26,13,1,1,1.538,0.516,-0.749,-0.538,-0.089,-0.896,0.807,-1.637,-0.896,-0.089,0.795,2,1,1,"NEIMAN, RAYMOND","GROW GARDEN"
26,14,1,1,0.839,0.414,0.25,0.161,-0.089,0.294,-0.383,-0.58,0.294,-0.089,0.403,1,1,1,"NEIMAN, RAYMOND","LOOK AT PICTURES OF PLANTS"
26,15,1,1,1.222,0.457,-0.328,-0.222,-0.089,-0.559,0.47,-0.706,-0.559,-0.089,0.452,1,1,1,"NEIMAN, RAYMOND","READ ANIMAL STORIES"
26,16,1,1,0.801,0.353,0.335,0.199,-0.089,0.468,-0.558,-0.499,0.468,-0.089,0.323,1,1,1,"NEIMAN, RAYMOND","MAKE A MAP"
26,17,1,1,0.939,0.45,0.091,0.061,-0.089,0.045,-0.135,-0.605,0.045,-0.089,0.449,1,1,1,"NEIMAN, RAYMOND","WATCH WHAT ANIMALS EAT"
26,18,1,1,1.918,0.1,-2.9,-0.918,-0.089,-2.256,2.167,-2.846,-2.256,-0.089,0.206,2,1,1,"NEIMAN, RAYMOND","GO ON PICNIC"
26,19,1,1,1.834,0.166,-2.049,-0.834,-0.089,-2.161,2.071,-1.97,-2.161,-0.089,0.22,2,1,1,"NEIMAN, RAYMOND","GO TO ZOO"
